debu total,tanggal,hari angka,hari,pukul
162.0,2013-03-22 21:00:00,4,Jumat,21
147.0,2013-03-22 22:00:00,4,Jumat,22
137.9,2013-03-22 23:00:00,4,Jumat,23
127.3,2013-03-23 00:00:00,5,Sabtu,0
119.0,2013-03-23 01:00:00,5,Sabtu,1
108.8,2013-03-23 02:00:00,5,Sabtu,2
101.5,2013-03-23 03:00:00,5,Sabtu,3
105.1,2013-03-23 04:00:00,5,Sabtu,4
106.0,2013-03-23 05:00:00,5,Sabtu,5
109.8,2013-03-23 06:00:00,5,Sabtu,6
109.5,2013-03-23 07:00:00,5,Sabtu,7
115.8,2013-03-23 08:00:00,5,Sabtu,8
121.8,2013-03-23 09:00:00,5,Sabtu,9
138.9,2013-03-23 10:00:00,5,Sabtu,10
156.60000000000002,2013-03-23 11:00:00,5,Sabtu,11
170.3,2013-03-23 12:00:00,5,Sabtu,12
169.39999999999998,2013-03-23 13:00:00,5,Sabtu,13
178.5,2013-03-23 14:00:00,5,Sabtu,14
196.8,2013-03-23 15:00:00,5,Sabtu,15
206.9,2013-03-23 16:00:00,5,Sabtu,16
203.0,2013-03-23 17:00:00,5,Sabtu,17
114.0,2013-03-23 18:00:00,5,Sabtu,18
53.8,2013-03-23 19:00:00,5,Sabtu,19
41.0,2013-03-23 20:00:00,5,Sabtu,20
30.0,2013-03-23 21:00:00,5,Sabtu,21
23.3,2013-03-23 22:00:00,5,Sabtu,22
17.5,2013-03-23 23:00:00,5,Sabtu,23
16.4,2013-03-24 00:00:00,6,Minggu,0
22.400000000000002,2013-03-24 01:00:00,6,Minggu,1
18.9,2013-03-24 02:00:00,6,Minggu,2
17.0,2013-03-24 03:00:00,6,Minggu,3
16.9,2013-03-24 04:00:00,6,Minggu,4
17.3,2013-03-24 05:00:00,6,Minggu,5
19.1,2013-03-24 06:00:00,6,Minggu,6
19.6,2013-03-24 07:00:00,6,Minggu,7
24.3,2013-03-24 08:00:00,6,Minggu,8
21.9,2013-03-24 09:00:00,6,Minggu,9
18.4,2013-03-24 10:00:00,6,Minggu,10
16.3,2013-03-24 11:00:00,6,Minggu,11
18.2,2013-03-24 12:00:00,6,Minggu,12
14.8,2013-03-24 13:00:00,6,Minggu,13
15.0,2013-03-24 14:00:00,6,Minggu,14
21.9,2013-03-24 15:00:00,6,Minggu,15
29.2,2013-03-24 16:00:00,6,Minggu,16
42.5,2013-03-24 17:00:00,6,Minggu,17
57.0,2013-03-24 18:00:00,6,Minggu,18
91.1,2013-03-24 19:00:00,6,Minggu,19
117.2,2013-03-24 20:00:00,6,Minggu,20
137.6,2013-03-24 21:00:00,6,Minggu,21
134.9,2013-03-24 22:00:00,6,Minggu,22
134.4,2013-03-24 23:00:00,6,Minggu,23
135.3,2013-03-25 00:00:00,0,Senin,0
156.3,2013-03-25 01:00:00,0,Senin,1
170.8,2013-03-25 02:00:00,0,Senin,2
175.6,2013-03-25 03:00:00,0,Senin,3
161.9,2013-03-25 04:00:00,0,Senin,4
153.7,2013-03-25 05:00:00,0,Senin,5
150.0,2013-03-25 06:00:00,0,Senin,6
152.7,2013-03-25 07:00:00,0,Senin,7
199.39999999999998,2013-03-25 08:00:00,0,Senin,8
210.5,2013-03-25 09:00:00,0,Senin,9
207.60000000000002,2013-03-25 10:00:00,0,Senin,10
204.2,2013-03-25 11:00:00,0,Senin,11
216.6,2013-03-25 12:00:00,0,Senin,12
228.3,2013-03-25 13:00:00,0,Senin,13
232.8,2013-03-25 14:00:00,0,Senin,14
240.3,2013-03-25 15:00:00,0,Senin,15
227.7,2013-03-25 16:00:00,0,Senin,16
222.5,2013-03-25 17:00:00,0,Senin,17
235.3,2013-03-25 18:00:00,0,Senin,18
268.20000000000005,2013-03-25 19:00:00,0,Senin,19
278.8,2013-03-25 20:00:00,0,Senin,20
254.7,2013-03-25 21:00:00,0,Senin,21
240.7,2013-03-25 22:00:00,0,Senin,22
240.0,2013-03-25 23:00:00,0,Senin,23
239.7,2013-03-26 00:00:00,1,Selasa,0
235.4,2013-03-26 01:00:00,1,Selasa,1
251.7,2013-03-26 02:00:00,1,Selasa,2
287.7,2013-03-26 03:00:00,1,Selasa,3
309.1,2013-03-26 04:00:00,1,Selasa,4
316.1,2013-03-26 05:00:00,1,Selasa,5
315.3,2013-03-26 06:00:00,1,Selasa,6
312.6,2013-03-26 07:00:00,1,Selasa,7
327.9,2013-03-26 08:00:00,1,Selasa,8
360.6,2013-03-26 09:00:00,1,Selasa,9
379.7,2013-03-26 10:00:00,1,Selasa,10
399.79999999999995,2013-03-26 11:00:00,1,Selasa,11
423.1,2013-03-26 12:00:00,1,Selasa,12
421.1,2013-03-26 13:00:00,1,Selasa,13
394.29999999999995,2013-03-26 14:00:00,1,Selasa,14
408.4,2013-03-26 15:00:00,1,Selasa,15
400.2,2013-03-26 16:00:00,1,Selasa,16
380.4,2013-03-26 17:00:00,1,Selasa,17
398.8,2013-03-26 18:00:00,1,Selasa,18
398.8,2013-03-26 19:00:00,1,Selasa,19
459.7,2013-03-26 20:00:00,1,Selasa,20
452.9,2013-03-26 21:00:00,1,Selasa,21
443.2,2013-03-26 22:00:00,1,Selasa,22
406.6,2013-03-26 23:00:00,1,Selasa,23
353.2,2013-03-27 00:00:00,2,Rabu,0
330.0,2013-03-27 01:00:00,2,Rabu,1
309.7,2013-03-27 02:00:00,2,Rabu,2
296.6,2013-03-27 03:00:00,2,Rabu,3
288.9,2013-03-27 04:00:00,2,Rabu,4
285.1,2013-03-27 05:00:00,2,Rabu,5
295.7,2013-03-27 06:00:00,2,Rabu,6
347.29999999999995,2013-03-27 07:00:00,2,Rabu,7
392.3,2013-03-27 08:00:00,2,Rabu,8
387.5,2013-03-27 09:00:00,2,Rabu,9
341.7,2013-03-27 10:00:00,2,Rabu,10
289.3,2013-03-27 11:00:00,2,Rabu,11
219.7,2013-03-27 12:00:00,2,Rabu,12
127.69999999999999,2013-03-27 13:00:00,2,Rabu,13
128.2,2013-03-27 14:00:00,2,Rabu,14
62.400000000000006,2013-03-27 15:00:00,2,Rabu,15
45.6,2013-03-27 16:00:00,2,Rabu,16
39.699999999999996,2013-03-27 17:00:00,2,Rabu,17
34.1,2013-03-27 18:00:00,2,Rabu,18
34.4,2013-03-27 19:00:00,2,Rabu,19
32.599999999999994,2013-03-27 20:00:00,2,Rabu,20
25.1,2013-03-27 21:00:00,2,Rabu,21
24.1,2013-03-27 22:00:00,2,Rabu,22
24.1,2013-03-27 23:00:00,2,Rabu,23
25.4,2013-03-28 00:00:00,3,Kamis,0
26.200000000000003,2013-03-28 01:00:00,3,Kamis,1
19.0,2013-03-28 02:00:00,3,Kamis,2
20.4,2013-03-28 03:00:00,3,Kamis,3
21.3,2013-03-28 04:00:00,3,Kamis,4
20.6,2013-03-28 05:00:00,3,Kamis,5
26.6,2013-03-28 06:00:00,3,Kamis,6
26.7,2013-03-28 07:00:00,3,Kamis,7
33.9,2013-03-28 08:00:00,3,Kamis,8
33.9,2013-03-28 09:00:00,3,Kamis,9
36.8,2013-03-28 10:00:00,3,Kamis,10
46.5,2013-03-28 11:00:00,3,Kamis,11
54.7,2013-03-28 12:00:00,3,Kamis,12
58.599999999999994,2013-03-28 13:00:00,3,Kamis,13
34.4,2013-03-28 14:00:00,3,Kamis,14
28.400000000000002,2013-03-28 15:00:00,3,Kamis,15
24.9,2013-03-28 16:00:00,3,Kamis,16
26.799999999999997,2013-03-28 17:00:00,3,Kamis,17
34.6,2013-03-28 18:00:00,3,Kamis,18
158.9,2013-03-28 19:00:00,3,Kamis,19
184.5,2013-03-28 20:00:00,3,Kamis,20
200.2,2013-03-28 21:00:00,3,Kamis,21
191.5,2013-03-28 22:00:00,3,Kamis,22
183.39999999999998,2013-03-28 23:00:00,3,Kamis,23
179.8,2013-03-29 00:00:00,4,Jumat,0
148.5,2013-03-29 01:00:00,4,Jumat,1
150.5,2013-03-29 02:00:00,4,Jumat,2
151.5,2013-03-29 03:00:00,4,Jumat,3
137.3,2013-03-29 04:00:00,4,Jumat,4
146.9,2013-03-29 05:00:00,4,Jumat,5
157.3,2013-03-29 06:00:00,4,Jumat,6
155.4,2013-03-29 07:00:00,4,Jumat,7
177.2,2013-03-29 08:00:00,4,Jumat,8
187.4,2013-03-29 09:00:00,4,Jumat,9
174.89999999999998,2013-03-29 10:00:00,4,Jumat,10
139.89999999999998,2013-03-29 11:00:00,4,Jumat,11
131.8,2013-03-29 12:00:00,4,Jumat,12
173.4,2013-03-29 13:00:00,4,Jumat,13
203.0,2013-03-29 14:00:00,4,Jumat,14
198.9,2013-03-29 15:00:00,4,Jumat,15
194.2,2013-03-29 16:00:00,4,Jumat,16
178.0,2013-03-29 17:00:00,4,Jumat,17
184.3,2013-03-29 18:00:00,4,Jumat,18
199.4,2013-03-29 19:00:00,4,Jumat,19
244.2,2013-03-29 20:00:00,4,Jumat,20
184.3,2013-03-29 21:00:00,4,Jumat,21
157.4,2013-03-29 22:00:00,4,Jumat,22
138.9,2013-03-29 23:00:00,4,Jumat,23
138.9,2013-03-30 00:00:00,5,Sabtu,0
127.1,2013-03-30 01:00:00,5,Sabtu,1
128.1,2013-03-30 02:00:00,5,Sabtu,2
140.2,2013-03-30 03:00:00,5,Sabtu,3
146.3,2013-03-30 04:00:00,5,Sabtu,4
147.5,2013-03-30 05:00:00,5,Sabtu,5
145.60000000000002,2013-03-30 06:00:00,5,Sabtu,6
160.6,2013-03-30 07:00:00,5,Sabtu,7
182.1,2013-03-30 08:00:00,5,Sabtu,8
188.9,2013-03-30 09:00:00,5,Sabtu,9
181.39999999999998,2013-03-30 10:00:00,5,Sabtu,10
181.39999999999998,2013-03-30 11:00:00,5,Sabtu,11
186.5,2013-03-30 12:00:00,5,Sabtu,12
187.6,2013-03-30 13:00:00,5,Sabtu,13
207.7,2013-03-30 14:00:00,5,Sabtu,14
207.7,2013-03-30 15:00:00,5,Sabtu,15
189.6,2013-03-30 16:00:00,5,Sabtu,16
182.2,2013-03-30 17:00:00,5,Sabtu,17
171.7,2013-03-30 18:00:00,5,Sabtu,18
169.39999999999998,2013-03-30 19:00:00,5,Sabtu,19
177.3,2013-03-30 20:00:00,5,Sabtu,20
177.0,2013-03-30 21:00:00,5,Sabtu,21
166.9,2013-03-30 22:00:00,5,Sabtu,22
174.0,2013-03-30 23:00:00,5,Sabtu,23
177.8,2013-03-31 00:00:00,6,Minggu,0
186.5,2013-03-31 01:00:00,6,Minggu,1
186.8,2013-03-31 02:00:00,6,Minggu,2
192.8,2013-03-31 03:00:00,6,Minggu,3
202.5,2013-03-31 04:00:00,6,Minggu,4
204.0,2013-03-31 05:00:00,6,Minggu,5
210.0,2013-03-31 06:00:00,6,Minggu,6
233.4,2013-03-31 07:00:00,6,Minggu,7
233.4,2013-03-31 08:00:00,6,Minggu,8
290.9,2013-03-31 09:00:00,6,Minggu,9
290.9,2013-03-31 10:00:00,6,Minggu,10
339.2,2013-03-31 11:00:00,6,Minggu,11
360.4,2013-03-31 12:00:00,6,Minggu,12
375.4,2013-03-31 13:00:00,6,Minggu,13
403.0,2013-03-31 14:00:00,6,Minggu,14
423.79999999999995,2013-03-31 15:00:00,6,Minggu,15
423.5,2013-03-31 16:00:00,6,Minggu,16
422.79999999999995,2013-03-31 17:00:00,6,Minggu,17
422.79999999999995,2013-03-31 18:00:00,6,Minggu,18
429.0,2013-03-31 19:00:00,6,Minggu,19
431.5,2013-03-31 20:00:00,6,Minggu,20
434.1,2013-03-31 21:00:00,6,Minggu,21
437.1,2013-03-31 22:00:00,6,Minggu,22
439.9,2013-03-31 23:00:00,6,Minggu,23
433.3,2013-04-01 00:00:00,0,Senin,0
434.9,2013-04-01 01:00:00,0,Senin,1
433.1,2013-04-01 02:00:00,0,Senin,2
433.2,2013-04-01 03:00:00,0,Senin,3
433.2,2013-04-01 04:00:00,0,Senin,4
416.1,2013-04-01 05:00:00,0,Senin,5
410.9,2013-04-01 06:00:00,0,Senin,6
402.0,2013-04-01 07:00:00,0,Senin,7
259.1,2013-04-01 08:00:00,0,Senin,8
168.2,2013-04-01 09:00:00,0,Senin,9
148.5,2013-04-01 10:00:00,0,Senin,10
142.7,2013-04-01 11:00:00,0,Senin,11
128.3,2013-04-01 12:00:00,0,Senin,12
126.0,2013-04-01 13:00:00,0,Senin,13
119.69999999999999,2013-04-01 14:00:00,0,Senin,14
137.5,2013-04-01 15:00:00,0,Senin,15
105.30000000000001,2013-04-01 16:00:00,0,Senin,16
47.1,2013-04-01 17:00:00,0,Senin,17
40.4,2013-04-01 18:00:00,0,Senin,18
40.7,2013-04-01 19:00:00,0,Senin,19
40.099999999999994,2013-04-01 20:00:00,0,Senin,20
32.5,2013-04-01 21:00:00,0,Senin,21
23.1,2013-04-01 22:00:00,0,Senin,22
21.6,2013-04-01 23:00:00,0,Senin,23
17.1,2013-04-02 00:00:00,1,Selasa,0
24.0,2013-04-02 01:00:00,1,Selasa,1
47.3,2013-04-02 02:00:00,1,Selasa,2
58.8,2013-04-02 03:00:00,1,Selasa,3
97.30000000000001,2013-04-02 04:00:00,1,Selasa,4
133.6,2013-04-02 05:00:00,1,Selasa,5
178.1,2013-04-02 06:00:00,1,Selasa,6
169.5,2013-04-02 07:00:00,1,Selasa,7
189.5,2013-04-02 08:00:00,1,Selasa,8
190.9,2013-04-02 09:00:00,1,Selasa,9
256.8,2013-04-02 10:00:00,1,Selasa,10
244.5,2013-04-02 11:00:00,1,Selasa,11
249.2,2013-04-02 12:00:00,1,Selasa,12
239.39999999999998,2013-04-02 13:00:00,1,Selasa,13
258.8,2013-04-02 14:00:00,1,Selasa,14
260.0,2013-04-02 15:00:00,1,Selasa,15
275.7,2013-04-02 16:00:00,1,Selasa,16
286.29999999999995,2013-04-02 17:00:00,1,Selasa,17
279.2,2013-04-02 18:00:00,1,Selasa,18
268.7,2013-04-02 19:00:00,1,Selasa,19
270.0,2013-04-02 20:00:00,1,Selasa,20
282.8,2013-04-02 21:00:00,1,Selasa,21
277.8,2013-04-02 22:00:00,1,Selasa,22
290.7,2013-04-02 23:00:00,1,Selasa,23
290.7,2013-04-03 00:00:00,2,Rabu,0
307.4,2013-04-03 01:00:00,2,Rabu,1
307.4,2013-04-03 02:00:00,2,Rabu,2
309.70000000000005,2013-04-03 03:00:00,2,Rabu,3
308.8,2013-04-03 04:00:00,2,Rabu,4
301.79999999999995,2013-04-03 05:00:00,2,Rabu,5
309.9,2013-04-03 06:00:00,2,Rabu,6
328.9,2013-04-03 07:00:00,2,Rabu,7
345.1,2013-04-03 08:00:00,2,Rabu,8
343.4,2013-04-03 09:00:00,2,Rabu,9
301.2,2013-04-03 10:00:00,2,Rabu,10
301.2,2013-04-03 11:00:00,2,Rabu,11
317.9,2013-04-03 12:00:00,2,Rabu,12
368.3,2013-04-03 13:00:00,2,Rabu,13
464.79999999999995,2013-04-03 14:00:00,2,Rabu,14
488.0,2013-04-03 15:00:00,2,Rabu,15
371.6,2013-04-03 16:00:00,2,Rabu,16
263.9,2013-04-03 17:00:00,2,Rabu,17
246.39999999999998,2013-04-03 18:00:00,2,Rabu,18
146.6,2013-04-03 19:00:00,2,Rabu,19
137.7,2013-04-03 20:00:00,2,Rabu,20
129.8,2013-04-03 21:00:00,2,Rabu,21
129.8,2013-04-03 22:00:00,2,Rabu,22
107.8,2013-04-03 23:00:00,2,Rabu,23
107.8,2013-04-04 00:00:00,3,Kamis,0
97.9,2013-04-04 01:00:00,3,Kamis,1
90.30000000000001,2013-04-04 02:00:00,3,Kamis,2
91.2,2013-04-04 03:00:00,3,Kamis,3
87.80000000000001,2013-04-04 04:00:00,3,Kamis,4
88.30000000000001,2013-04-04 05:00:00,3,Kamis,5
99.30000000000001,2013-04-04 06:00:00,3,Kamis,6
121.9,2013-04-04 07:00:00,3,Kamis,7
150.6,2013-04-04 08:00:00,3,Kamis,8
162.0,2013-04-04 09:00:00,3,Kamis,9
163.0,2013-04-04 10:00:00,3,Kamis,10
168.0,2013-04-04 11:00:00,3,Kamis,11
185.1,2013-04-04 12:00:00,3,Kamis,12
185.1,2013-04-04 13:00:00,3,Kamis,13
203.4,2013-04-04 14:00:00,3,Kamis,14
215.0,2013-04-04 15:00:00,3,Kamis,15
194.89999999999998,2013-04-04 16:00:00,3,Kamis,16
158.60000000000002,2013-04-04 17:00:00,3,Kamis,17
159.4,2013-04-04 18:00:00,3,Kamis,18
144.9,2013-04-04 19:00:00,3,Kamis,19
156.9,2013-04-04 20:00:00,3,Kamis,20
154.7,2013-04-04 21:00:00,3,Kamis,21
151.4,2013-04-04 22:00:00,3,Kamis,22
151.5,2013-04-04 23:00:00,3,Kamis,23
150.0,2013-04-05 00:00:00,4,Jumat,0
155.4,2013-04-05 01:00:00,4,Jumat,1
158.5,2013-04-05 02:00:00,4,Jumat,2
156.2,2013-04-05 03:00:00,4,Jumat,3
161.2,2013-04-05 04:00:00,4,Jumat,4
156.8,2013-04-05 05:00:00,4,Jumat,5
157.4,2013-04-05 06:00:00,4,Jumat,6
158.5,2013-04-05 07:00:00,4,Jumat,7
166.2,2013-04-05 08:00:00,4,Jumat,8
183.3,2013-04-05 09:00:00,4,Jumat,9
199.0,2013-04-05 10:00:00,4,Jumat,10
176.5,2013-04-05 11:00:00,4,Jumat,11
64.69999999999999,2013-04-05 12:00:00,4,Jumat,12
59.099999999999994,2013-04-05 13:00:00,4,Jumat,13
27.6,2013-04-05 14:00:00,4,Jumat,14
24.3,2013-04-05 15:00:00,4,Jumat,15
35.9,2013-04-05 16:00:00,4,Jumat,16
36.2,2013-04-05 17:00:00,4,Jumat,17
19.3,2013-04-05 18:00:00,4,Jumat,18
18.6,2013-04-05 19:00:00,4,Jumat,19
19.1,2013-04-05 20:00:00,4,Jumat,20
18.9,2013-04-05 21:00:00,4,Jumat,21
18.3,2013-04-05 22:00:00,4,Jumat,22
13.2,2013-04-05 23:00:00,4,Jumat,23
10.5,2013-04-06 00:00:00,5,Sabtu,0
11.899999999999999,2013-04-06 01:00:00,5,Sabtu,1
10.899999999999999,2013-04-06 02:00:00,5,Sabtu,2
14.9,2013-04-06 03:00:00,5,Sabtu,3
13.1,2013-04-06 04:00:00,5,Sabtu,4
14.0,2013-04-06 05:00:00,5,Sabtu,5
17.5,2013-04-06 06:00:00,5,Sabtu,6
32.4,2013-04-06 07:00:00,5,Sabtu,7
36.9,2013-04-06 08:00:00,5,Sabtu,8
25.6,2013-04-06 09:00:00,5,Sabtu,9
27.3,2013-04-06 10:00:00,5,Sabtu,10
24.7,2013-04-06 11:00:00,5,Sabtu,11
17.4,2013-04-06 12:00:00,5,Sabtu,12
15.899999999999999,2013-04-06 13:00:00,5,Sabtu,13
14.4,2013-04-06 14:00:00,5,Sabtu,14
17.3,2013-04-06 15:00:00,5,Sabtu,15
17.0,2013-04-06 16:00:00,5,Sabtu,16
18.799999999999997,2013-04-06 17:00:00,5,Sabtu,17
25.9,2013-04-06 18:00:00,5,Sabtu,18
38.0,2013-04-06 19:00:00,5,Sabtu,19
57.8,2013-04-06 20:00:00,5,Sabtu,20
102.0,2013-04-06 21:00:00,5,Sabtu,21
101.4,2013-04-06 22:00:00,5,Sabtu,22
97.7,2013-04-06 23:00:00,5,Sabtu,23
106.10000000000001,2013-04-07 00:00:00,6,Minggu,0
122.4,2013-04-07 01:00:00,6,Minggu,1
125.7,2013-04-07 02:00:00,6,Minggu,2
128.0,2013-04-07 03:00:00,6,Minggu,3
136.2,2013-04-07 04:00:00,6,Minggu,4
148.7,2013-04-07 05:00:00,6,Minggu,5
167.0,2013-04-07 06:00:00,6,Minggu,6
192.6,2013-04-07 07:00:00,6,Minggu,7
157.1,2013-04-07 08:00:00,6,Minggu,8
151.4,2013-04-07 09:00:00,6,Minggu,9
143.60000000000002,2013-04-07 10:00:00,6,Minggu,10
147.1,2013-04-07 11:00:00,6,Minggu,11
163.10000000000002,2013-04-07 12:00:00,6,Minggu,12
171.2,2013-04-07 13:00:00,6,Minggu,13
185.9,2013-04-07 14:00:00,6,Minggu,14
209.7,2013-04-07 15:00:00,6,Minggu,15
233.6,2013-04-07 16:00:00,6,Minggu,16
233.70000000000002,2013-04-07 17:00:00,6,Minggu,17
230.2,2013-04-07 18:00:00,6,Minggu,18
220.0,2013-04-07 19:00:00,6,Minggu,19
206.60000000000002,2013-04-07 20:00:00,6,Minggu,20
219.10000000000002,2013-04-07 21:00:00,6,Minggu,21
223.3,2013-04-07 22:00:00,6,Minggu,22
192.60000000000002,2013-04-07 23:00:00,6,Minggu,23
92.1,2013-04-08 00:00:00,0,Senin,0
86.80000000000001,2013-04-08 01:00:00,0,Senin,1
84.2,2013-04-08 02:00:00,0,Senin,2
94.30000000000001,2013-04-08 03:00:00,0,Senin,3
146.1,2013-04-08 04:00:00,0,Senin,4
174.9,2013-04-08 05:00:00,0,Senin,5
147.9,2013-04-08 06:00:00,0,Senin,6
115.2,2013-04-08 07:00:00,0,Senin,7
123.5,2013-04-08 08:00:00,0,Senin,8
122.8,2013-04-08 09:00:00,0,Senin,9
110.19999999999999,2013-04-08 10:00:00,0,Senin,10
93.9,2013-04-08 11:00:00,0,Senin,11
91.4,2013-04-08 12:00:00,0,Senin,12
90.4,2013-04-08 13:00:00,0,Senin,13
94.3,2013-04-08 14:00:00,0,Senin,14
115.69999999999999,2013-04-08 15:00:00,0,Senin,15
170.7,2013-04-08 16:00:00,0,Senin,16
172.39999999999998,2013-04-08 17:00:00,0,Senin,17
211.1,2013-04-08 18:00:00,0,Senin,18
161.4,2013-04-08 19:00:00,0,Senin,19
146.5,2013-04-08 20:00:00,0,Senin,20
118.1,2013-04-08 21:00:00,0,Senin,21
116.4,2013-04-08 22:00:00,0,Senin,22
95.89999999999999,2013-04-08 23:00:00,0,Senin,23
70.8,2013-04-09 00:00:00,1,Selasa,0
59.7,2013-04-09 01:00:00,1,Selasa,1
50.2,2013-04-09 02:00:00,1,Selasa,2
39.3,2013-04-09 03:00:00,1,Selasa,3
31.1,2013-04-09 04:00:00,1,Selasa,4
28.900000000000002,2013-04-09 05:00:00,1,Selasa,5
27.0,2013-04-09 06:00:00,1,Selasa,6
28.200000000000003,2013-04-09 07:00:00,1,Selasa,7
30.799999999999997,2013-04-09 08:00:00,1,Selasa,8
35.1,2013-04-09 09:00:00,1,Selasa,9
41.0,2013-04-09 10:00:00,1,Selasa,10
33.0,2013-04-09 11:00:00,1,Selasa,11
33.0,2013-04-09 12:00:00,1,Selasa,12
32.2,2013-04-09 13:00:00,1,Selasa,13
36.5,2013-04-09 14:00:00,1,Selasa,14
39.8,2013-04-09 15:00:00,1,Selasa,15
37.6,2013-04-09 16:00:00,1,Selasa,16
45.3,2013-04-09 17:00:00,1,Selasa,17
48.6,2013-04-09 18:00:00,1,Selasa,18
47.3,2013-04-09 19:00:00,1,Selasa,19
31.700000000000003,2013-04-09 20:00:00,1,Selasa,20
32.2,2013-04-09 21:00:00,1,Selasa,21
27.299999999999997,2013-04-09 22:00:00,1,Selasa,22
27.7,2013-04-09 23:00:00,1,Selasa,23
32.900000000000006,2013-04-10 00:00:00,2,Rabu,0
24.8,2013-04-10 01:00:00,2,Rabu,1
25.299999999999997,2013-04-10 02:00:00,2,Rabu,2
24.6,2013-04-10 03:00:00,2,Rabu,3
27.200000000000003,2013-04-10 04:00:00,2,Rabu,4
25.700000000000003,2013-04-10 05:00:00,2,Rabu,5
23.8,2013-04-10 06:00:00,2,Rabu,6
22.8,2013-04-10 07:00:00,2,Rabu,7
33.4,2013-04-10 08:00:00,2,Rabu,8
34.0,2013-04-10 09:00:00,2,Rabu,9
33.6,2013-04-10 10:00:00,2,Rabu,10
31.099999999999998,2013-04-10 11:00:00,2,Rabu,11
34.1,2013-04-10 12:00:00,2,Rabu,12
46.0,2013-04-10 13:00:00,2,Rabu,13
45.6,2013-04-10 14:00:00,2,Rabu,14
43.900000000000006,2013-04-10 15:00:00,2,Rabu,15
31.9,2013-04-10 16:00:00,2,Rabu,16
24.9,2013-04-10 17:00:00,2,Rabu,17
39.3,2013-04-10 18:00:00,2,Rabu,18
38.4,2013-04-10 19:00:00,2,Rabu,19
48.7,2013-04-10 20:00:00,2,Rabu,20
58.3,2013-04-10 21:00:00,2,Rabu,21
58.6,2013-04-10 22:00:00,2,Rabu,22
60.300000000000004,2013-04-10 23:00:00,2,Rabu,23
77.7,2013-04-11 00:00:00,3,Kamis,0
80.0,2013-04-11 01:00:00,3,Kamis,1
84.7,2013-04-11 02:00:00,3,Kamis,2
72.7,2013-04-11 03:00:00,3,Kamis,3
59.599999999999994,2013-04-11 04:00:00,3,Kamis,4
57.599999999999994,2013-04-11 05:00:00,3,Kamis,5
51.699999999999996,2013-04-11 06:00:00,3,Kamis,6
50.3,2013-04-11 07:00:00,3,Kamis,7
53.8,2013-04-11 08:00:00,3,Kamis,8
51.5,2013-04-11 09:00:00,3,Kamis,9
43.3,2013-04-11 10:00:00,3,Kamis,10
35.4,2013-04-11 11:00:00,3,Kamis,11
38.7,2013-04-11 12:00:00,3,Kamis,12
36.3,2013-04-11 13:00:00,3,Kamis,13
32.7,2013-04-11 14:00:00,3,Kamis,14
34.8,2013-04-11 15:00:00,3,Kamis,15
31.1,2013-04-11 16:00:00,3,Kamis,16
29.5,2013-04-11 17:00:00,3,Kamis,17
41.0,2013-04-11 18:00:00,3,Kamis,18
42.5,2013-04-11 19:00:00,3,Kamis,19
42.2,2013-04-11 20:00:00,3,Kamis,20
91.7,2013-04-11 21:00:00,3,Kamis,21
128.2,2013-04-11 22:00:00,3,Kamis,22
122.1,2013-04-11 23:00:00,3,Kamis,23
121.9,2013-04-12 00:00:00,4,Jumat,0
124.2,2013-04-12 01:00:00,4,Jumat,1
111.2,2013-04-12 02:00:00,4,Jumat,2
111.80000000000001,2013-04-12 03:00:00,4,Jumat,3
113.1,2013-04-12 04:00:00,4,Jumat,4
124.19999999999999,2013-04-12 05:00:00,4,Jumat,5
129.1,2013-04-12 06:00:00,4,Jumat,6
123.5,2013-04-12 07:00:00,4,Jumat,7
157.3,2013-04-12 08:00:00,4,Jumat,8
140.3,2013-04-12 09:00:00,4,Jumat,9
139.8,2013-04-12 10:00:00,4,Jumat,10
132.6,2013-04-12 11:00:00,4,Jumat,11
148.7,2013-04-12 12:00:00,4,Jumat,12
147.2,2013-04-12 13:00:00,4,Jumat,13
120.6,2013-04-12 14:00:00,4,Jumat,14
132.5,2013-04-12 15:00:00,4,Jumat,15
147.39999999999998,2013-04-12 16:00:00,4,Jumat,16
173.3,2013-04-12 17:00:00,4,Jumat,17
176.6,2013-04-12 18:00:00,4,Jumat,18
196.89999999999998,2013-04-12 19:00:00,4,Jumat,19
198.2,2013-04-12 20:00:00,4,Jumat,20
193.3,2013-04-12 21:00:00,4,Jumat,21
202.5,2013-04-12 22:00:00,4,Jumat,22
213.1,2013-04-12 23:00:00,4,Jumat,23
213.10000000000002,2013-04-13 00:00:00,5,Sabtu,0
212.1,2013-04-13 01:00:00,5,Sabtu,1
213.79999999999998,2013-04-13 02:00:00,5,Sabtu,2
215.2,2013-04-13 03:00:00,5,Sabtu,3
216.5,2013-04-13 04:00:00,5,Sabtu,4
208.7,2013-04-13 05:00:00,5,Sabtu,5
218.8,2013-04-13 06:00:00,5,Sabtu,6
231.1,2013-04-13 07:00:00,5,Sabtu,7
238.6,2013-04-13 08:00:00,5,Sabtu,8
279.1,2013-04-13 09:00:00,5,Sabtu,9
302.3,2013-04-13 10:00:00,5,Sabtu,10
302.0,2013-04-13 11:00:00,5,Sabtu,11
189.2,2013-04-13 12:00:00,5,Sabtu,12
116.5,2013-04-13 13:00:00,5,Sabtu,13
94.0,2013-04-13 14:00:00,5,Sabtu,14
85.1,2013-04-13 15:00:00,5,Sabtu,15
73.1,2013-04-13 16:00:00,5,Sabtu,16
